"Trips","Income","Age","Edu","Marriage","Gender","Year"
2,9,6,5,2,1,2020
1,9,6,4,2,1,2020
1,4,6,2,2,1,2020
1,6,6,4,2,1,2020
1,6,6,3,1,1,2020
1,7,6,4,2,1,2020
2,7,6,3,2,1,2020
2,7,6,6,2,1,2020
1,8,6,6,1,1,2020
1,6,6,4,2,1,2020
1,6,6,3,2,1,2020
1,8,6,4,2,1,2020
1,9,6,5,1,1,2020
1,3,6,3,1,1,2020
1,5,6,5,1,1,2020
1,6,6,5,2,1,2020
1,6,6,4,2,1,2020
3,6,6,5,2,1,2020
1,7,6,5,2,1,2020
1,7,6,5,1,1,2020
1,9,6,6,2,1,2020
1,9,6,4,2,1,2020
1,4,6,4,2,1,2020
1,6,6,3,2,1,2020
1,8,6,5,2,1,2020
1,1,6,4,1,1,2020
1,6,6,4,2,1,2020
1,6,6,4,2,1,2020
1,6,6,3,2,1,2020
1,7,6,3,2,1,2020
1,9,6,6,2,1,2020
1,9,6,2,2,1,2020
2,5,6,3,1,1,2020
1,8,6,4,2,1,2020
1,4,6,5,2,1,2020
1,5,6,2,2,1,2020
1,6,6,5,2,1,2020
1,6,6,3,1,1,2020
4,7,6,4,2,1,2020
2,7,6,4,2,1,2020
1,7,6,2,2,1,2020
2,8,6,5,2,1,2020
1,6,6,3,2,1,2020
1,9,6,6,2,1,2020
1,1,5,5,2,2,2020
1,6,5,5,2,2,2020
1,8,5,5,1,2,2020
1,6,5,4,1,2,2020
1,6,5,5,2,2,2020
1,8,5,6,2,2,2020
1,3,5,5,2,2,2020
1,5,5,5,1,2,2020
3,5,5,4,1,2,2020
1,6,5,5,1,2,2020
1,6,5,4,2,2,2020
1,8,5,5,1,2,2020
1,8,5,5,1,2,2020
1,1,5,5,1,2,2020
1,2,5,6,1,2,2020
1,2,5,5,3,2,2020
1,5,5,4,2,2,2020
1,5,5,5,2,2,2020
1,5,5,5,1,2,2020
1,5,5,3,2,2,2020
1,5,5,5,2,2,2020
1,5,5,3,1,2,2020
1,6,5,3,2,2,2020
1,7,5,5,2,2,2020
2,7,5,5,2,2,2020
1,8,5,6,2,2,2020
1,2,5,5,2,2,2020
2,4,5,3,2,2,2020
1,5,5,3,1,2,2020
1,5,5,5,1,2,2020
1,1,5,5,2,2,2020
1,4,5,3,1,2,2020
1,5,5,5,1,2,2020
1,5,5,5,2,2,2020
1,5,5,5,1,2,2020
1,5,5,5,1,2,2020
1,5,5,5,1,2,2020
1,5,5,5,1,2,2020
1,5,5,3,2,2,2020
1,5,5,3,1,2,2020
1,6,5,5,1,2,2020
2,7,5,5,2,2,2020
2,7,5,5,2,2,2020
1,7,5,4,2,2,2020
3,8,5,5,2,2,2020
1,1,5,3,2,2,2020
1,2,5,3,2,2,2020
2,6,5,5,1,2,2020
1,2,5,6,2,2,2020
1,5,5,2,2,2,2020
2,6,5,5,2,2,2020
1,1,5,3,2,2,2020
1,3,5,3,2,2,2020
1,5,5,5,2,2,2020
3,5,5,5,2,2,2020
1,5,5,5,1,2,2020
1,5,5,5,1,2,2020
2,5,5,6,2,2,2020
1,7,5,6,2,2,2020
1,7,5,5,2,2,2020
1,8,5,5,2,2,2020
1,5,5,5,1,2,2020
1,8,5,5,1,2,2020
1,1,5,3,2,2,2020
1,5,5,5,2,2,2020
1,5,5,5,2,2,2020
1,5,5,5,1,2,2020
2,5,5,5,1,2,2020
1,5,5,4,2,2,2020
1,6,5,5,2,2,2020
1,6,5,5,1,2,2020
1,6,5,5,1,2,2020
1,7,5,6,1,2,2020
1,7,5,5,2,2,2020
1,7,5,4,1,2,2020
1,8,5,4,1,2,2020
1,3,5,5,1,2,2020
1,3,5,5,1,2,2020
1,3,5,5,1,2,2020
3,5,5,5,2,2,2020
1,6,5,6,1,2,2020
1,6,5,5,1,2,2020
1,6,5,4,1,2,2020
1,6,5,5,2,2,2020
1,6,5,5,2,2,2020
1,6,5,4,2,2,2020
1,6,5,5,1,2,2020
2,7,5,6,1,2,2020
1,7,5,5,1,2,2020
1,7,5,5,2,2,2020
1,7,5,5,1,2,2020
1,8,5,5,1,2,2020
1,9,5,6,2,2,2020
3,2,5,5,2,2,2020
1,5,5,5,2,2,2020
1,5,5,5,2,2,2020
1,6,5,5,1,2,2020
1,6,5,5,2,2,2020
2,6,5,5,1,2,2020
1,6,5,3,2,2,2020
1,7,5,5,1,2,2020
1,8,5,6,2,2,2020
1,8,5,5,1,2,2020
2,5,5,5,1,2,2020
1,3,8,2,2,1,2020
1,8,8,4,2,1,2020
2,9,7,6,2,1,2020
1,6,7,3,2,1,2020
1,1,8,4,2,1,2020
1,4,8,5,2,1,2020
1,10,8,4,2,1,2020
1,4,8,2,2,1,2020
1,4,7,5,3,1,2020
1,3,8,3,2,1,2020
3,6,7,3,2,1,2020
1,6,7,3,2,1,2020
1,6,8,3,2,1,2020
1,6,8,1,2,1,2020
1,6,7,3,2,1,2020
1,7,7,4,2,1,2020
1,8,7,4,1,1,2020
2,9,8,4,2,1,2020
3,2,8,1,2,1,2020
1,6,8,5,2,1,2020
2,6,7,5,2,1,2020
1,6,8,4,2,1,2020
5,6,8,2,2,1,2020
1,6,8,3,2,1,2020
1,6,8,3,2,1,2020
2,8,7,4,2,1,2020
1,3,7,3,1,1,2020
1,8,7,3,2,1,2020
1,9,7,3,2,1,2020
1,10,8,5,2,1,2020
1,4,8,3,2,1,2020
1,5,7,4,2,1,2020
1,5,8,3,2,1,2020
1,6,7,5,3,1,2020
1,7,7,3,2,1,2020
1,7,7,3,2,1,2020
1,8,7,5,1,1,2020
1,8,8,3,2,1,2020
2,8,7,4,2,1,2020
1,9,7,5,3,1,2020
2,9,8,4,2,1,2020
1,9,8,4,2,1,2020
1,9,8,3,2,1,2020
1,2,8,5,2,1,2020
1,5,8,4,2,1,2020
1,5,7,3,2,1,2020
1,7,7,5,2,1,2020
1,7,8,4,2,1,2020
1,8,8,2,2,1,2020
1,9,8,6,1,1,2020
1,2,8,3,2,1,2020
1,5,7,4,2,1,2020
1,5,7,5,3,1,2020
1,7,7,6,2,1,2020
1,7,7,3,2,1,2020
1,7,8,3,2,1,2020
1,7,7,3,2,1,2020
1,7,7,3,2,1,2020
1,7,7,3,1,1,2020
1,8,8,3,2,1,2020
1,5,8,3,3,1,2020
1,5,7,3,2,1,2020
1,5,8,3,2,1,2020
1,6,7,4,2,1,2020
1,6,8,3,2,1,2020
1,7,7,6,1,1,2020
1,8,8,5,2,1,2020
1,9,7,5,2,1,2020
1,9,7,4,2,1,2020
2,2,11,4,2,2,2020
1,1,7,4,2,1,2020
1,2,8,3,1,1,2020
1,4,8,3,2,1,2020
1,3,8,4,1,1,2020
1,5,7,5,2,1,2020
1,5,8,3,2,1,2020
1,6,8,3,2,1,2020
3,6,7,2,2,1,2020
1,7,7,5,1,1,2020
1,7,7,3,1,1,2020
1,8,7,3,2,1,2020
1,9,8,4,2,1,2020
1,2,11,1,2,2,2020
1,9,11,3,4,2,2020
1,7,11,3,2,2,2020
1,2,11,1,2,2,2020
1,2,8,4,2,1,2020
1,6,8,5,2,1,2020
1,6,7,4,3,1,2020
1,6,8,3,2,1,2020
1,7,7,6,1,1,2020
1,7,7,3,2,1,2020
1,7,7,4,2,1,2020
1,8,8,6,2,1,2020
1,9,8,6,2,1,2020
1,9,8,6,2,1,2020
1,9,8,5,2,1,2020
1,2,11,5,4,2,2020
1,3,11,1,4,2,2020
1,2,11,1,4,2,2020
1,2,11,1,4,2,2020
1,2,11,1,2,2,2020
1,2,11,1,2,2,2020
1,3,11,1,4,2,2020
1,1,11,1,4,2,2020
1,2,11,2,2,2,2020
1,6,11,4,4,2,2020
1,7,11,4,4,2,2020
1,2,11,1,2,2,2020
1,2,11,1,2,2,2020
1,2,11,2,2,2,2020
1,2,11,1,2,2,2020
1,4,11,2,4,2,2020
1,3,11,1,4,2,2020
1,3,11,1,2,2,2020
1,7,11,5,2,2,2020
1,2,11,1,4,2,2020
1,1,11,2,2,2,2020
1,2,11,1,2,2,2020
1,2,11,1,4,2,2020
1,2,11,1,2,2,2020
1,3,11,1,2,2,2020
1,6,11,3,4,2,2020
1,2,11,1,4,2,2020
1,2,11,1,4,2,2020
1,4,11,1,2,2,2020
1,4,11,1,2,2,2020
1,5,11,1,2,2,2020
1,6,11,3,4,2,2020
1,1,11,3,2,2,2020
1,1,11,2,4,2,2020
1,1,11,1,2,2,2020
1,2,11,1,2,2,2020
1,2,11,1,4,2,2020
3,2,11,1,2,2,2020
1,4,11,4,2,2,2020
3,5,11,3,2,2,2020
1,5,11,2,2,2,2020
1,1,11,3,2,2,2020
1,2,11,2,2,2,2020
2,3,11,2,2,2,2020
1,3,11,1,2,2,2020
1,4,11,3,4,2,2020
1,4,11,3,4,2,2020
1,5,11,3,2,2,2020
1,6,11,3,4,2,2020
1,8,11,3,2,2,2020
1,8,11,4,2,2,2020
2,10,9,4,2,1,2020
1,5,9,2,4,1,2020
2,5,9,4,2,1,2020
1,8,9,3,2,1,2020
1,2,9,3,2,1,2020
1,4,9,4,2,1,2020
1,5,9,2,2,1,2020
1,4,9,3,2,1,2020
1,4,9,4,2,1,2020
1,5,9,4,2,1,2020
1,5,9,2,2,1,2020
1,1,9,3,2,1,2020
1,2,9,1,4,1,2020
1,2,9,5,2,1,2020
2,2,9,3,2,1,2020
1,5,9,3,2,1,2020
1,9,9,4,2,1,2020
1,3,9,4,2,1,2020
1,5,9,4,2,1,2020
1,6,9,2,2,1,2020
3,7,9,3,2,1,2020
1,1,9,3,2,1,2020
1,7,9,3,2,1,2020
1,5,9,3,2,1,2020
1,6,9,3,2,1,2020
1,10,9,4,2,1,2020
1,3,9,3,4,1,2020
1,5,9,5,2,1,2020
1,5,9,3,2,1,2020
1,8,9,4,2,1,2020
2,4,9,3,2,1,2020
1,4,9,4,2,1,2020
1,5,9,5,2,1,2020
1,5,9,3,2,1,2020
1,8,9,6,2,1,2020
1,8,9,3,1,1,2020
3,10,9,3,2,1,2020
1,6,9,4,2,1,2020
1,7,9,6,2,1,2020
1,3,9,2,2,1,2020
1,2,11,3,2,1,2020
1,4,11,1,2,1,2020
1,5,11,1,2,1,2020
1,6,11,3,2,1,2020
1,2,11,4,2,1,2020
1,3,11,3,2,1,2020
1,5,11,2,2,1,2020
1,6,11,3,2,1,2020
1,7,11,4,2,1,2020
1,2,11,2,4,1,2020
1,2,11,4,2,1,2020
1,2,11,3,2,1,2020
1,2,11,3,2,1,2020
1,4,11,1,2,1,2020
1,6,11,1,2,1,2020
1,7,11,2,4,1,2020
1,8,11,4,2,1,2020
1,2,11,2,2,1,2020
2,2,11,1,2,1,2020
2,4,11,5,2,1,2020
1,4,11,3,2,1,2020
1,4,11,3,2,1,2020
2,4,11,3,2,1,2020
1,7,11,5,2,1,2020
1,9,11,5,2,1,2020
1,2,11,3,2,1,2020
1,5,11,5,2,1,2020
1,2,11,2,2,1,2020
1,5,11,3,2,1,2020
1,5,11,1,4,1,2020
1,8,11,6,2,1,2020
1,5,11,1,2,1,2020
1,5,11,2,2,1,2020
1,9,11,4,2,1,2020
1,5,11,6,2,1,2020
1,5,11,5,4,1,2020
1,6,11,1,2,1,2020
1,7,11,6,2,1,2020
3,7,11,4,2,1,2020
1,7,11,3,2,1,2020
1,8,11,5,2,1,2020
1,10,11,4,2,1,2020
1,2,6,4,2,2,2020
1,5,6,3,2,2,2020
2,6,6,3,2,2,2020
1,4,9,3,2,1,2020
1,1,6,3,2,2,2020
1,6,6,6,1,2,2020
2,1,6,4,2,2,2020
1,6,6,3,2,2,2020
3,6,6,4,2,2,2020
1,8,6,3,1,2,2020
1,6,6,5,3,2,2020
1,6,6,4,2,2,2020
1,6,6,4,2,2,2020
1,1,6,3,2,2,2020
1,5,6,2,2,2,2020
1,1,6,6,2,2,2020
1,1,6,4,2,2,2020
1,4,6,3,2,2,2020
2,4,6,3,2,2,2020
1,5,6,4,2,2,2020
1,5,6,3,2,2,2020
1,8,6,5,2,2,2020
1,9,6,6,2,2,2020
1,1,6,3,2,2,2020
1,2,6,3,1,2,2020
1,2,6,3,2,2,2020
1,4,6,3,2,2,2020
1,4,6,5,2,2,2020
1,5,6,4,2,2,2020
1,5,6,4,2,2,2020
1,5,6,3,2,2,2020
1,5,6,4,2,2,2020
1,5,6,4,2,2,2020
2,5,6,5,1,2,2020
1,6,6,4,2,2,2020
1,6,6,4,2,2,2020
1,6,6,4,2,2,2020
1,7,6,5,2,2,2020
1,7,6,3,1,2,2020
1,7,6,4,1,2,2020
1,1,6,2,2,2,2020
1,6,6,4,2,2,2020
3,7,6,4,2,2,2020
1,5,6,5,2,2,2020
1,5,6,3,2,2,2020
1,5,6,3,1,2,2020
1,6,6,5,3,2,2020
1,6,6,5,2,2,2020
1,6,6,5,1,2,2020
1,6,6,4,3,2,2020
1,6,6,3,1,2,2020
1,6,6,4,2,2,2020
2,6,6,5,2,2,2020
3,6,6,4,2,2,2020
1,7,6,5,1,2,2020
1,7,6,6,1,2,2020
1,7,6,4,2,2,2020
1,8,6,5,2,2,2020
3,2,6,5,2,2,2020
1,3,6,3,2,2,2020
5,5,6,4,2,2,2020
1,5,6,3,2,2,2020
1,6,6,3,2,2,2020
2,8,6,3,2,2,2020
3,9,6,6,2,2,2020
4,9,6,6,2,2,2020
1,1,6,3,2,2,2020
1,2,6,3,2,2,2020
2,2,6,3,2,2,2020
1,4,6,3,2,2,2020
2,5,6,5,2,2,2020
1,5,6,5,2,2,2020
1,6,6,5,2,2,2020
1,6,6,5,2,2,2020
2,6,6,4,2,2,2020
1,6,6,4,2,2,2020
1,6,6,3,2,2,2020
1,6,6,3,1,2,2020
1,6,6,3,2,2,2020
1,7,6,6,2,2,2020
1,1,6,5,2,2,2020
4,1,6,4,2,2,2020
1,4,6,3,2,2,2020
1,5,6,6,2,2,2020
1,5,6,3,2,2,2020
1,5,6,3,4,2,2020
1,5,6,4,2,2,2020
5,5,6,3,2,2,2020
1,6,6,5,2,2,2020
1,6,6,5,2,2,2020
1,6,6,4,1,2,2020
1,7,6,6,1,2,2020
1,1,6,4,2,2,2020
1,1,6,3,2,2,2020
1,1,6,3,1,2,2020
5,2,6,4,2,2,2020
1,4,6,4,2,2,2020
1,5,6,3,2,2,2020
1,5,6,3,2,2,2020
1,6,6,6,2,2,2020
1,6,6,4,2,2,2020
1,6,6,5,1,2,2020
1,6,6,5,2,2,2020
1,7,6,4,2,2,2020
2,7,6,5,1,2,2020
1,8,6,5,2,2,2020
2,8,6,4,2,2,2020
3,8,6,5,2,2,2020
1,8,6,5,2,2,2020
1,9,6,6,2,2,2020
1,9,6,4,2,2,2020
2,10,6,5,2,2,2020
1,1,6,3,2,2,2020
1,1,6,4,2,2,2020
1,5,6,4,2,2,2020
1,6,6,4,2,2,2020
1,8,6,5,1,2,2020
1,8,6,4,2,2,2020
1,8,6,4,2,2,2020
1,9,6,5,2,2,2020
1,5,10,2,2,1,2020
1,4,10,1,3,1,2020
1,3,10,3,2,1,2020
1,8,10,4,2,1,2020
1,6,10,3,2,1,2020
1,8,10,3,2,1,2020
1,5,10,4,2,1,2020
1,5,10,3,2,1,2020
1,7,10,3,2,1,2020
1,7,10,5,2,1,2020
1,8,10,4,2,1,2020
1,1,10,3,2,1,2020
1,2,10,1,2,1,2020
1,2,10,3,2,1,2020
2,2,10,2,2,1,2020
1,3,10,2,2,1,2020
1,4,10,3,2,1,2020
1,3,10,3,2,1,2020
1,6,10,3,2,1,2020
1,6,10,3,2,1,2020
1,7,10,6,2,1,2020
1,7,10,5,2,1,2020
1,6,10,3,2,1,2020
2,9,10,4,2,1,2020
1,5,10,1,2,1,2020
1,3,10,5,4,1,2020
1,4,10,3,2,1,2020
1,5,10,1,3,1,2020
1,5,10,1,2,1,2020
1,6,10,3,2,1,2020
1,9,10,4,2,1,2020
1,1,10,3,2,1,2020
1,3,10,3,1,1,2020
1,6,10,6,2,1,2020
3,10,10,5,2,1,2020
1,5,6,4,2,2,2020
1,6,6,5,2,2,2020
2,2,7,4,2,2,2020
1,2,8,3,2,2,2020
1,2,8,2,2,2,2020
1,3,7,2,2,2,2020
1,5,7,3,2,2,2020
1,5,7,3,2,2,2020
1,5,8,5,4,2,2020
1,3,8,2,4,2,2020
1,1,7,3,2,2,2020
1,2,7,3,2,2,2020
1,6,8,3,3,2,2020
1,8,8,3,2,2,2020
1,1,7,3,2,2,2020
1,2,8,3,2,2,2020
1,3,8,4,2,2,2020
1,4,8,2,1,2,2020
1,5,7,3,2,2,2020
1,5,8,4,1,2,2020
1,5,7,3,2,2,2020
1,6,8,2,2,2,2020
2,6,8,4,2,2,2020
1,9,8,5,2,2,2020
1,1,8,5,2,2,2020
1,1,8,3,4,2,2020
2,1,7,2,2,2,2020
1,2,7,4,2,2,2020
1,2,8,1,2,2,2020
1,3,7,4,2,2,2020
1,3,8,5,2,2,2020
1,3,8,3,2,2,2020
1,5,7,3,2,2,2020
1,5,8,3,2,2,2020
1,5,8,5,1,2,2020
1,5,8,3,2,2,2020
1,6,8,5,2,2,2020
1,6,8,4,2,2,2020
1,6,8,3,2,2,2020
1,8,7,3,2,2,2020
1,1,7,3,2,2,2020
1,5,8,2,3,2,2020
1,9,7,6,2,2,2020
1,1,7,3,3,2,2020
1,1,7,3,2,2,2020
1,1,7,3,2,2,2020
2,1,8,3,2,2,2020
1,4,7,3,2,2,2020
1,3,7,3,2,2,2020
1,4,7,3,2,2,2020
1,4,8,3,2,2,2020
2,5,8,4,2,2,2020
1,5,7,3,2,2,2020
1,5,8,3,2,2,2020
1,5,8,2,2,2,2020
1,5,8,4,2,2,2020
1,5,8,3,2,2,2020
1,6,7,4,3,2,2020
1,6,8,3,2,2,2020
1,8,8,3,2,2,2020
1,8,8,5,2,2,2020
1,8,7,3,2,2,2020
1,8,8,6,2,2,2020
1,1,7,3,2,2,2020
1,1,7,3,2,2,2020
1,5,8,3,2,2,2020
2,5,7,3,2,2,2020
2,6,8,3,2,2,2020
1,6,8,1,3,2,2020
1,5,8,2,2,2,2020
1,6,7,3,2,2,2020
1,6,8,3,2,2,2020
1,8,8,4,2,2,2020
2,1,7,3,2,2,2020
1,1,8,1,2,2,2020
1,2,7,2,2,2,2020
1,2,8,1,2,2,2020
1,3,8,2,2,2,2020
1,5,7,4,2,2,2020
1,5,8,3,2,2,2020
1,5,8,3,2,2,2020
1,5,8,2,2,2,2020
1,5,7,3,2,2,2020
1,6,7,4,2,2,2020
1,6,8,3,1,2,2020
1,6,8,3,3,2,2020
2,6,7,3,1,2,2020
1,7,8,5,2,2,2020
1,7,7,5,1,2,2020
1,8,8,5,1,2,2020
1,10,7,5,2,2,2020
1,6,8,3,4,2,2020
1,8,7,5,2,2,2020
1,1,7,5,2,2,2020
1,1,7,3,2,2,2020
1,1,8,3,2,2,2020
1,1,7,4,2,2,2020
1,1,7,3,2,2,2020
1,1,8,3,2,2,2020
2,2,7,4,2,2,2020
1,2,8,3,4,2,2020
1,4,7,3,2,2,2020
1,4,8,2,2,2,2020
1,4,8,3,2,2,2020
1,3,8,2,2,2,2020
1,5,8,2,2,2,2020
1,5,7,4,2,2,2020
1,5,8,2,2,2,2020
1,6,7,4,1,2,2020
1,6,7,3,2,2,2020
2,6,7,3,2,2,2020
1,6,8,3,2,2,2020
1,7,8,4,2,2,2020
1,8,7,4,2,2,2020
1,9,8,3,2,2,2020
1,10,8,3,2,2,2020
1,1,7,6,2,2,2020
1,1,8,5,2,2,2020
1,1,8,3,2,2,2020
1,1,8,3,2,2,2020
1,1,8,1,2,2,2020
2,2,8,4,2,2,2020
1,4,8,3,2,2,2020
2,4,7,2,4,2,2020
1,5,7,3,3,2,2020
1,5,8,2,4,2,2020
1,5,8,3,3,2,2020
1,5,7,3,2,2,2020
1,6,7,4,2,2,2020
1,6,7,5,2,2,2020
1,6,7,3,2,2,2020
2,7,8,3,1,2,2020
3,8,7,3,1,2,2020
3,1,8,5,2,2,2020
1,1,8,4,2,2,2020
1,3,7,4,3,2,2020
1,5,8,3,2,2,2020
1,5,8,3,2,2,2020
1,5,8,3,2,2,2020
1,5,8,5,2,2,2020
1,7,7,5,2,2,2020
1,7,8,6,2,2,2020
1,8,7,5,3,2,2020
2,8,7,4,2,2,2020
1,8,8,5,4,2,2020
1,8,8,5,2,2,2020
1,2,9,1,2,2,2020
1,9,9,3,3,2,2020
1,1,9,2,2,2,2020
1,2,9,3,2,2,2020
1,5,9,3,4,2,2020
1,6,9,2,2,2,2020
1,3,9,2,2,2,2020
1,5,9,3,2,2,2020
1,4,9,4,2,2,2020
1,8,9,5,1,2,2020
1,4,9,4,2,2,2020
1,1,9,3,2,2,2020
1,2,9,1,2,2,2020
1,4,9,3,2,2,2020
1,4,9,4,1,2,2020
1,3,9,1,2,2,2020
1,7,9,3,2,2,2020
1,1,9,2,2,2,2020
2,1,9,1,2,2,2020
1,3,9,3,2,2,2020
1,3,9,2,2,2,2020
1,3,9,2,2,2,2020
1,5,9,1,2,2,2020
1,5,9,3,2,2,2020
1,5,9,3,2,2,2020
1,8,9,4,2,2,2020
1,1,9,2,2,2,2020
1,2,9,2,4,2,2020
1,2,9,2,2,2,2020
1,5,9,3,2,2,2020
1,6,9,3,2,2,2020
1,1,9,2,2,2,2020
1,3,9,4,2,2,2020
1,8,9,5,1,2,2020
1,9,9,5,2,2,2020
1,3,9,2,2,2,2020
1,6,9,2,2,2,2020
1,6,9,5,2,2,2020
1,8,9,4,2,2,2020
1,8,9,3,2,2,2020
1,4,9,5,4,2,2020
1,1,9,3,2,2,2020
1,1,9,3,2,2,2020
1,1,9,2,2,2,2020
1,3,9,3,1,2,2020
2,4,9,3,2,2,2020
1,8,9,5,2,2,2020
1,1,9,3,2,2,2020
1,1,9,1,4,2,2020
1,1,9,1,2,2,2020
1,1,9,5,2,2,2020
1,1,9,3,2,2,2020
1,3,9,4,2,2,2020
1,4,9,2,2,2,2020
1,4,9,5,2,2,2020
1,4,9,3,1,2,2020
1,5,9,2,2,2,2020
1,5,9,3,4,2,2020
1,5,9,3,2,2,2020
1,5,9,1,2,2,2020
1,5,9,2,2,2,2020
1,6,9,5,2,2,2020
1,7,9,3,2,2,2020
1,7,9,4,2,2,2020
1,4,9,1,4,2,2020
1,3,9,3,2,2,2020
1,5,9,2,2,2,2020
1,5,9,2,2,2,2020
1,5,9,4,2,2,2020
1,5,9,3,2,2,2020
1,6,9,5,2,2,2020
2,6,9,3,2,2,2020
1,9,10,5,2,2,2020
2,2,8,4,4,2,2020
1,8,10,6,4,2,2020
1,2,10,1,4,2,2020
2,5,10,3,2,2,2020
1,2,10,2,2,2,2020
1,2,10,1,2,2,2020
1,4,10,5,2,2,2020
1,4,10,2,2,2,2020
1,5,10,4,4,2,2020
1,5,10,3,2,2,2020
1,9,10,5,4,2,2020
1,2,10,1,2,2,2020
1,2,10,3,2,2,2020
1,3,10,3,2,2,2020
1,4,10,1,2,2,2020
1,3,10,2,2,2,2020
1,6,10,5,1,2,2020
1,7,10,4,2,2,2020
1,1,10,2,4,2,2020
1,1,10,3,2,2,2020
1,5,10,1,2,2,2020
1,5,10,1,2,2,2020
1,1,10,1,2,2,2020
1,1,10,1,2,2,2020
1,2,10,1,2,2,2020
1,2,10,2,2,2,2020
1,1,10,3,2,2,2020
1,1,10,3,2,2,2020
1,2,10,3,2,2,2020
1,2,10,1,4,2,2020
1,2,10,3,2,2,2020
1,3,10,3,3,2,2020
1,3,10,1,2,2,2020
1,5,10,2,4,2,2020
1,5,10,4,2,2,2020
1,1,10,1,2,2,2020
1,2,10,3,2,2,2020
1,2,10,2,2,2,2020
2,2,10,1,3,2,2020
1,2,10,1,2,2,2020
1,2,10,1,2,2,2020
1,4,10,3,2,2,2020
1,4,10,1,2,2,2020
1,3,10,1,2,2,2020
1,3,10,1,2,2,2020
1,3,10,3,2,2,2020
1,3,10,2,4,2,2020
1,5,10,2,2,2,2020
1,5,10,3,2,2,2020
1,8,10,4,2,2,2020
1,4,10,6,1,2,2020
2,4,10,3,3,2,2020
1,5,10,1,2,2,2020
3,9,10,5,2,2,2020
1,4,10,4,2,2,2020
11,2,1,2,1,2,2020
10,1,9,3,2,2,2020
3,7,11,5,2,2,2020
3,5,7,5,2,2,2020
2,7,6,4,2,2,2020
2,5,9,3,2,2,2020
3,8,6,4,2,1,2020
1,2,11,1,2,1,2020
1,2,1,2,1,1,2020
1,2,3,5,1,1,2020
1,1,3,5,1,1,2020
1,2,3,5,1,1,2020
1,2,2,3,1,1,2020
1,2,2,3,1,1,2020
1,1,2,5,1,1,2020
1,1,2,3,1,2,2020
1,2,2,3,1,2,2020
1,1,2,3,1,2,2020
1,5,3,5,1,2,2020
1,2,3,5,1,2,2020
1,5,3,5,1,2,2020
1,7,5,6,1,1,2020
1,6,5,6,2,1,2020
1,6,5,5,1,1,2020
1,8,5,6,2,1,2020
1,7,5,5,1,1,2020
2,7,5,5,1,1,2020
1,8,5,6,2,1,2020
1,7,5,3,2,1,2020
1,6,4,5,1,1,2020
1,6,4,5,1,1,2020
1,2,4,6,1,1,2020
1,5,4,5,1,2,2020
1,6,4,4,1,2,2020
1,7,4,6,1,2,2020
1,1,4,6,1,2,2020
1,6,4,3,1,2,2020
1,3,4,5,2,2,2020
1,5,4,5,2,2,2020
3,6,4,5,1,2,2020
1,7,4,6,1,2,2020
1,10,6,6,2,1,2020
1,5,6,3,2,1,2020
3,9,6,6,2,1,2020
1,7,6,4,1,1,2020
2,6,6,5,1,1,2020
3,6,6,5,1,1,2020
1,7,6,3,2,1,2020
1,8,6,6,2,1,2020
1,8,6,3,2,1,2020
2,6,5,5,1,2,2020
1,6,5,5,3,2,2020
1,6,5,5,2,2,2020
1,4,5,3,2,2,2020
1,9,5,6,2,2,2020
1,2,5,5,2,2,2020
1,5,5,5,1,2,2020
1,8,5,5,1,2,2020
1,7,5,6,2,2,2020
1,7,5,3,2,2,2020
1,5,5,3,2,2,2020
1,6,5,3,2,2,2020
1,8,5,6,2,2,2020
1,5,5,5,2,2,2020
1,9,5,5,2,2,2020
1,6,7,2,1,1,2020
1,7,8,2,2,1,2020
1,2,11,3,2,2,2020
3,10,8,3,2,1,2020
1,2,11,3,2,2,2020
1,6,11,5,1,2,2020
1,6,9,2,2,1,2020
1,6,9,4,2,1,2020
4,9,9,5,2,1,2020
1,3,9,3,2,1,2020
1,6,9,4,2,1,2020
1,8,9,5,2,1,2020
1,2,11,1,2,1,2020
1,2,11,3,3,1,2020
1,10,11,5,2,1,2020
1,3,11,3,2,1,2020
1,7,6,4,2,2,2020
1,9,6,6,2,2,2020
1,1,6,3,2,2,2020
1,5,6,5,2,2,2020
1,7,6,6,2,2,2020
1,10,6,4,2,2,2020
2,10,6,6,2,2,2020
1,2,6,3,2,2,2020
1,3,6,2,1,2,2020
1,6,6,3,2,2,2020
1,8,6,6,2,2,2020
2,1,6,5,2,2,2020
1,3,6,5,2,2,2020
1,5,6,5,2,2,2020
1,7,6,6,1,2,2020
2,7,6,6,2,2,2020
1,9,6,5,2,2,2020
1,6,6,5,2,2,2020
1,8,6,6,2,2,2020
1,6,7,6,2,2,2020
1,10,8,4,2,2,2020
1,1,8,2,2,2,2020
1,7,8,4,2,2,2020
1,1,8,5,2,2,2020
1,1,8,2,2,2,2020
1,10,8,6,2,2,2020
2,2,8,4,2,2,2020
2,8,7,5,2,2,2020
1,9,8,3,2,2,2020
1,1,8,3,2,2,2020
1,5,8,3,2,2,2020
1,5,8,3,2,2,2020
1,5,8,4,2,2,2020
1,6,8,4,2,2,2020
1,6,7,5,2,2,2020
1,8,7,5,2,2,2020
1,9,7,6,2,2,2020
1,10,8,4,1,2,2020
1,1,9,6,2,2,2020
1,1,9,3,2,2,2020
1,5,9,3,2,2,2020
1,9,9,6,3,2,2020
6,8,9,3,2,2,2020
